brand,model,price,description,category,country,source,sourceType,url
Sony,MDR-RF811RK,15 399 Ft,"Sony MDR-RF811RK Fejhallgató, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-mdr-rf811rk-fejhallgato-fekete/p/160370
Sony,CFD-S70,19 999 Ft,"Sony CFD-S70 Rádió, Fehér",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-cfd-s70-radio-feher/p/207748
Sony,MDRXD150W,5 999 Ft,"Sony MDRXD150W Fejhallgató, Fehér",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-mdrxd150w-fejhallgato-feher/p/158464
SENCOR,SRD,4 999 Ft,SENCOR SRD 215 W,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sencor-srd-215-w/p/159802
Olympus,VP-10,34 999 Ft,Olympus VP-10 Diktafon,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/olympus-vp-10-diktafon/p/203144
ConCorde,C630MSD,5 999 Ft,ConCorde C630MSD MP4 FEKETE,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/concorde-c630msd-mp4-fekete/p/165186
JVC,HA-FX9BT-W,9 999 Ft,"JVC HA-FX9BT-W Bluetooth Fülhallgató, Fehér",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jvc-ha-fx9bt-w-bluetooth-fulhallgato-feher/p/215222
JVC,HA-FX21BT-P,9 999 Ft,"JVC HA-FX21BT-P Bluetooth Fülhallgató, Pink",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jvc-ha-fx21bt-p-bluetooth-fulhallgato-pink/p/215212
JVC,HA-FX21BT-A,9 999 Ft,"JVC HA-FX21BT-A Bluetooth Fülhallgató, Kék",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jvc-ha-fx21bt-a-bluetooth-fulhallgato-kek/p/215210
LG,43LJ500V,99 999 Ft,LG 43LJ500V Full HD LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-43lj500v-full-hd-led-tv/p/215198
Mac,Audio,5 990 Ft,"Mac Audio BT WILD 201 Vezeték nélküli hangszóró, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/mac-audio-bt-wild-201-vezetek-nelkuli-hangszoro-fekete/p/212859
Fitbit,Flyer,,"Fitbit Flyer Bluetooth sport fülhallgató, Szürke",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/fitbit-flyer-bluetooth-sport-fulhallgato-szurke/p/219540
Gaba,GLV-3204,49 999 Ft,Gaba GLV-3204 Full HD LED Monitor Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/gaba-glv-3204-full-hd-led-monitor-tv/p/216956
Acme,PS303,16 599 Ft,"Acme PS303 Bluetooth Hangszóró, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/acme-ps303-bluetooth-hangszoro-fekete/p/217342
Acme,PS101,5 399 Ft,"Acme PS101 Bluetooth Hangszóró, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/acme-ps101-bluetooth-hangszoro-fekete/p/217341
Awei,A920BL,9 990 Ft,"Awei A920BL Bluetooth Fülhallgató, Piros",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/awei-a920bl-bluetooth-fulhallgato-piros/p/216316
JBL,T160BT,8 999 Ft,"JBL T160BT Bluetooth fülhallgató, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jbl-t160bt-bluetooth-fulhallgato-fekete/p/224200
Sony,MHC-V50D,144 499 Ft,Sony MHC-V50D Mini Hifi Rendszer,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-mhc-v50d-mini-hifi-rendszer/p/211882
Sony,MHCV11,72 249 Ft,Sony MHCV11 Bluetooth Audio Rendszer,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-mhcv11-bluetooth-audio-rendszer/p/204974
JVC,HA-S30BT-R,15 199 Ft,"JVC HA-S30BT-R Fejhallgató, Piros",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jvc-ha-s30bt-r-fejhallgato-piros/p/209562
JBL,Charge,49 999 Ft,"JBL Charge 3 vízálló Bluetooth hangszóró, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jbl-charge-3-vizallo-bluetooth-hangszoro-fekete/p/209362
Genius,HS-G500V,5 983 Ft,"Genius HS-G500V Gamer Headset, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/genius-hs-g500v-gamer-headset-fekete/p/205395
Sharp,LC-40UG7252E,109 999 Ft,Sharp LC-40UG7252E 4K Ultra HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sharp-lc-40ug7252e-4k-ultra-hd-smart-led-tv/p/223552
Strong,CAS7,10 999 Ft,Strong CAS7 Conax Modul,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/strong-cas7-conax-modul/p/165000
Sony,MDR-EX15APW,2 999 Ft,"Sony MDR-EX15APW Sztereo Fülhallgató, Fehér",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-mdr-ex15apw-sztereo-fulhallgato-feher/p/160737
SOMOGYI,VB,12 999 Ft,SOMOGYI VB 6000 Autós rádió,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/somogyi-vb-6000-autos-radio/p/165780
LG,SK8,,"LG SK8 Vezetéknélküli mélynyomó, hangprojektor, beépített Wi-Fi, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-sk8-vezeteknelkuli-melynyomo-hangprojektor-beepitett-wi-fi-fekete/p/222449
Sony,HT-ZF9,,"Sony HT-ZF9 Hangprojektor WiFi és Bluetooth technológiával, Fekete",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-ht-zf9-hangprojektor-wifi-es-bluetooth-technologiaval-fekete/p/219907
Sony,HTCT291,,Sony HTCT291 2.1 csatornás Hangprojektor,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-htct291-2-1-csatornas-hangprojektor/p/215566
Sharp,LC-32HI3522E,54 999 Ft,Sharp LC-32HI3522E HD Ready LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sharp-lc-32hi3522e-hd-ready-led-tv/p/224162
LG,CineBeam,127 990 Ft,LG CineBeam PH450UG Projektor,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-cinebeam-ph450ug-projektor/p/225359
LG,CineBeam,194 990 Ft,LG CineBeam PF50KG FullHD Projektor,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-cinebeam-pf50kg-fullhd-projektor/p/225356
LG,CineBeam,839 990 Ft,LG CineBeam 4K UHD Smart házimozi Lézerprojektor (HU80KSW),tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-cinebeam-4k-uhd-smart-hazimozi-lezerprojektor-hu80ksw/p/225355
JAM,Hang,11 999 Ft,JAM Hang Tight HX-P303GY Bluetooth hangszóró szürke,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jam-hang-tight-hx-p303gy-bluetooth-hangszoro-szurke/p/224233
JBL,,10 990 Ft,"JBL GO 2 Hordozható bluetooth hangszóró, Citromsárga",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jbl-go-2-hordozhato-bluetooth-hangszoro-citromsarga/p/221996
