brand,model,price,description,category,country,source,sourceType,url
"Huawei                        
                            HISILICON",Y9 2019,"4,399LE","Huawei Y9 2019 Dual Sim, 64GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/huawei-y9-2019-dual-sim-64gb-4g-lte-black.html
"Honor                        
                            HISILICON",8X,"4,888LE","Honor 8X Dual Sim, 128GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/honor-8x-dual-sim-128gb-4g-lte-black.html
"Tecno                        
                            MEDIATEK",F3,"1,333LE","Tecno F3 Dual Sim, 8GB, 3G - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/tecno-f3-dual-sim-8gb-3g-blue.html
"Huawei                        
                            Qualcomm",Y7 Prime,"3,099LE","Huawei Y7 Prime Dual Sim, 32GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/huawei-y7-prime-dual-sim-32gb-4g-lte-black.html
"Alcatel                        
                            MEDIATEK",5 5086D,"3,399LE","Alcatel 5 5086D Dual Sim, 32GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/alcatel-5-5086d-dual-sim-32gb-4g-lte-black.html
"Alcatel                        
                            MEDIATEK",5 5086D,"3,399LE","Alcatel 5 5086D Dual Sim, 32GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/alcatel-5-5086d-dual-sim-32gb-4g-lte-gold.html
"Alcatel                        
                            MEDIATEK",3X 5058I,"2,859LE","Alcatel 3X 5058I Dual Sim, 32GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/alcatel-3x-5058i-dual-sim-32gb-4g-lte-gold.html
"Nokia                        
                            MEDIATEK",Nokia 3.1,"2,599LE","Nokia 3.1 Dual Sim, 32GB, 4G LTE - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/nokia-3-1-dual-sim-32gb-4g-lte-blue.html
"Nokia                        
                            MEDIATEK",Nokia 3.1,"2,599LE","Nokia 3.1 Dual Sim, 32GB, 4G LTE - White",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/nokia-3-1-dual-sim-32gb-4g-lte-white.html
"Samsung                        
                            Samsung",J8 J810,"4,699LE","Samsung Galaxy J8 J810 Dual Sim, 64GB, 4G LTE - Lavender",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/samsung-galaxy-j8-j810-dual-sim-64gb-4g-lte-lavender.html
Alcatel,2002D,375LE,Alcatel 2002D Dual Sim - White,Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/alcatel-2002d-dual-sim-white.html
"Alcatel                        
                            MEDIATEK",3 5052D,"2,265LE","Alcatel 3 5052D Dual Sim, 16GB, 4G LTE - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/alcatel-3-5052d-dual-sim-16gb-4g-lte-blue.html
"Alcatel                        
                            Qualcomm",1X 5059I,"1,575LE","Alcatel 1X 5059I Dual Sim, 16GB, 4G LTE - White",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/alcatel-1x-5059i-dual-sim-16gb-4g-lte-white.html
"Alcatel                        
                            MEDIATEK",3C 5026D,"1,815LE","Alcatel 3C 5026D Dual Sim, 16GB, 3G - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/alcatel-3c-5026d-dual-sim-16gb-3g-gold.html
"Alcatel                        
                            MEDIATEK",3C 5026D,"1,815LE","Alcatel 3C 5026D Dual Sim, 16GB, 3G - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/alcatel-3c-5026d-dual-sim-16gb-3g-black.html
LAVA,Lava Prime,399LE,"Lava Prime Dual Sim, 2G - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/lava-prime-dual-sim-2g-gold.html
LAVA,Lava Prime,399LE,"Lava Prime Dual Sim, 2G - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/lava-prime-dual-2g-black.html
