sellingPrice,url,model,seller,HDMI_Location,HDMI,regularPrice,source,brand,category,categories
"₹33,999",https://www.flipkart.com/kodak-124cm-50-inch-ultra-hd-4k-led-smart-tv/p/itmf3pzxjeasqtrw?pid=TVSF2BRYJYQ5DBSG&srno=b_4_140&otracker=browse&lid=LSTTVSF2BRYJYQ5DBSGFNBQ9S&fm=organic&iid=f23cfa07-e11d-4938-b2b7-14648f1efcd8.TVSF2BRYJYQ5DBSG.SEARCH,50UHDXSMART,OmniTechRetail (4.1),3 Side,3,"₹50,999",flipkart,Kodak,tv,"[""1 TV Unit"",""Remote Control"",""2 AAA Batteries"",""Power Cord"",""Table Top Stand"",""Wall Mount Bracket""]"
"₹27,999",https://www.flipkart.com/sony-80-1cm-32-inch-hd-ready-led-smart-tv/p/itmf5fjur2jkwgby?pid=TVSF5FJUU7ES3P2V&srno=b_4_141&otracker=browse&lid=LSTTVSF5FJUU7ES3P2VRBNOHH&fm=organic&iid=1c4dcdbf-a397-4563-b338-89eab7eb0773.TVSF5FJUU7ES3P2V.SEARCH,W622F,OmniTechRetail (4.1),2 Side,2,"₹36,900",flipkart,Sony,tv,"[""1 TV Unit"",""Table Top Stand"",""Remote Control"",""Batteries"",""AC Power Adaptor"",""AC Power Cord"",""Operating Instructions"",""Quick Setup Guide""]"
"₹186,999",https://www.flipkart.com/sony-bravia-x9300e-series-163-9cm-65-inch-ultra-hd-4k-led-smart-tv/p/itmew5jufjjckhed?pid=TVSEW5JUQ4BBV2UJ&srno=b_4_142&otracker=browse&lid=LSTTVSEW5JUQ4BBV2UJZFLLBY&fm=organic&iid=ef56e7bf-fa26-44db-a541-de9ce7f8bd2a.TVSEW5JUQ4BBV2UJ.SEARCH,KD-65X9300E,OmniTechRetail (4.1),"1 Side, 3 Bottom",4,"₹364,900",flipkart,Sony,tv,"[""1 TV Unit"",""Warranty Card"",""IR Blaster"",""Remote Control"",""2 Batteries"",""Table-top Stand"",""Wall-mount Bracket"",""3 Instruction Manuals""]"
"₹15,999",https://www.flipkart.com/lg-70cm-28-inch-hd-ready-led-tv/p/itmejnn8gfvmesyr?pid=TVSEJNN8WYRZF2MY&srno=b_4_143&otracker=browse&lid=LSTTVSEJNN8WYRZF2MYV6JDUA&fm=organic&iid=0bfd1eca-4ad3-4cc2-be07-97fa9d53ff40.TVSEJNN8WYRZF2MY.SEARCH,28LH454A,OmniTechRetail (4.1),Back,1,"₹19,500",flipkart,LG,tv,"[""TV Unit"",""Conventional Remote""]"
"₹66,999",https://www.flipkart.com/lg-139cm-55-inch-full-hd-led-smart-tv/p/itmf3xq4r4ya8hpg?pid=TVSEURNCMKJDYWFY&srno=b_4_144&otracker=browse&lid=LSTTVSEURNCMKJDYWFYV3ZQET&fm=organic&iid=9ab0b732-7533-4df6-81d8-9eb511298238.TVSEURNCMKJDYWFY.SEARCH,55LJ550T,OmniTechRetail (4.1),2 Side,2,"₹103,990",flipkart,LG,tv,"[""1 TV Unit""]"
"₹64,999",https://www.flipkart.com/sony-bravia-125-7cm-50-inch-full-hd-led-smart-tv/p/itmegnqdnpfs45gp?pid=TVSEGNQD5WZH6V53&srno=b_5_161&otracker=browse&lid=LSTTVSEGNQD5WZH6V53BNVCDV&fm=organic&iid=ac35be9b-a1cd-4974-aab8-0fa0fe05df9a.TVSEGNQD5WZH6V53.SEARCH,KDL-50W800D,OmniTechRetail (4.1),"3 Bottom, 1 Side",4,"₹92,900",flipkart,Sony,tv,"[""1 TV Unit"",""AC Power Adapter"",""AC Power Cord"",""Analogue Extension Cable"",""Batteries (R03)"",""IR Blaster"",""Operating Instructions"",""Quick Setup Guide"",""Remote Control (RMT-TX200P)"",""Table Top Stand (Separate (Assembly Required))""]"
"₹38,999",https://www.flipkart.com/sony-101-6cm-40-inch-full-hd-led-smart-tv/p/itmf5fju9dneetc3?pid=TVSF5FJUQTKGFR8H&srno=b_5_162&otracker=browse&lid=LSTTVSF5FJUQTKGFR8HHNOWI0&fm=organic&iid=603c196c-2554-44bf-a64e-73f3fec69536.TVSF5FJUQTKGFR8H.SEARCH,R352F,OmniTechRetail (4.1),"1 Side, 1 Rear",2,"₹49,900",flipkart,Sony,tv,"[""1 TV Unit"",""Table Top Stand"",""Remote Control"",""Batteries"",""AC Power Adaptor"",""AC Power Cord"",""Operating Instructions"",""Quick Setup Guide""]"
"₹44,799",https://www.flipkart.com/lg-123cm-49-inch-full-hd-led-tv/p/itmeurncg9txumtm?pid=TVSEURNC7QB3GZHX&srno=b_5_163&otracker=browse&lid=LSTTVSEURNC7QB3GZHXKWYZQB&fm=organic&iid=3d61033a-9aa1-4af9-bdc3-75f6fbe281c1.TVSEURNC7QB3GZHX.SEARCH,49LJ523T,OmniTechRetail (4.1),"1 Side, 1 Rear",2,"₹65,990",flipkart,LG,tv,"[""1 TV Unit""]"
"₹10,999",https://www.flipkart.com/marq-flipkart-80cm-32-inch-hd-ready-led-tv/p/itmf3zygdx7bvczc?pid=TVSEWMCBXTP4PJ3J&srno=b_5_164&otracker=browse&lid=LSTTVSEWMCBXTP4PJ3JWCBONT&fm=organic&iid=REQ463a02f3b0f847499fafcdd53da2a1d0_1,32DSHD,OmniTechRetail (4.1),2 Rear,2,"₹16,499",flipkart,MarQ,tv,"[""Television, Remote, Wallmount Stand, 2 x AAA Batteries, 2 x Desktop Stand, 4 x Stand Support Crews, User Manual""]"
"₹203,999",https://www.flipkart.com/sony-bravia-x9500e-series-163-9cm-65-inch-ultra-hd-4k-led-smart-tv/p/itmew5jug9gmpcgs?pid=TVSEW5JUKRMJFJG3&srno=b_5_165&otracker=browse&lid=LSTTVSEW5JUKRMJFJG3KHVDOU&fm=organic&iid=babbb076-aa34-4000-af41-c2d4b96b67c4.TVSEW5JUKRMJFJG3.SEARCH,KD-65X9500E,OmniTechRetail (4.1),"1 Side, 3 Bottom",4,"₹404,900",flipkart,Sony,tv,"[""1 TV Unit"",""Warranty Card"",""IR Blaster"",""Remote Control"",""2 Batteries"",""Table-top Stand"",""Wall-mount Bracket"",""Instruction Manuals""]"
"₹12,999",https://www.flipkart.com/micromax-80cm-31-5-inch-hd-ready-led-tv/p/itmdtz6nn78yhszy?pid=TVSDTZ6NN78YHSZY&srno=b_5_166&otracker=browse&lid=LSTTVSDTZ6NN78YHSZYEIHBFQ&fm=organic&iid=d9e73b69-c33f-4283-93de-4f1ccfef8807.TVSDTZ6NN78YHSZY.SEARCH,32B200HD,OmniTechRetail (4.1),Side,1,"₹23,990",flipkart,Micromax,tv,"[""1 TV Unit"",""Remote Controller"",""Battery (For Remote Controller)"",""Quick Installation Guide and User Manual: All in One"",""Wall Mount Support""]"
"₹25,999",https://www.flipkart.com/mitashi-97-79cm-38-5-inch-hd-ready-curved-led-smart-tv/p/itmffmefjwqn3qgf?pid=TVSFFH58VVAJWVRA&srno=b_5_167&otracker=browse&lid=LSTTVSFFH58VVAJWVRAKWD7F9&fm=organic&iid=f1b39a21-a78d-40b7-bff8-829344fa9484.TVSFFH58VVAJWVRA.SEARCH,MiCE039v30 HS,OmniTechRetail (4.1),2 Bottom,2,"₹39,990",flipkart,Mitashi,tv,"[""1 TV Unit"",""Remote Control"",""2 AAA Batteries"",""2 Desktop Stand"",""4 Stand Support Screws"",""Wallmount Stand"",""User Manual"",""Warranty Card""]"
"₹9,999",https://www.flipkart.com/cloudwalker-60cm-23-6-inch-hd-ready-led-tv/p/itmeqekqp9hnx7hg?pid=TVSEQEKQGMYRHK4N&srno=b_5_168&otracker=browse&lid=LSTTVSEQEKQGMYRHK4NA4G86M&fm=organic&iid=504cb793-3d3a-47f4-a007-b7be8bc6e906.TVSEQEKQGMYRHK4N.SEARCH,CLOUD TV24AH,OmniTechRetail (4.1),1(Rear),1,"₹12,990",flipkart,CloudWalker,tv,"[""1 Unit LED TV"",""User Manual"",""Warranty Card"",""Remote Control"",""2 AAA Batteries"",""Half Ticket TV Streaming Device""]"
"₹19,990",https://www.flipkart.com/kevin-102cm-40-inch-full-hd-led-smart-tv/p/itmfyhyrpyjymgsd?pid=TVSFYHYR3AVSUKYB&srno=b_5_169&otracker=browse&lid=LSTTVSFYHYR3AVSUKYBVDNBOF&fm=organic&iid=e8301517-16d9-4b1c-ac58-339e8f3caba7.TVSFYHYR3AVSUKYB.SEARCH,KN40S,Kevinledtv,2 Side,2,"₹31,990",flipkart,Kevin,tv,"[""1 TV Unit"",""Manual"",""Remote Control"",""Table Stand"",""Mini Wall Mount""]"
"₹8,499",https://www.flipkart.com/marq-flipkart-61cm-24-inch-full-hd-led-tv/p/itmf3zxgnmgbyen8?pid=TVSEWMCBVHJJFFZX&srno=b_5_170&otracker=browse&lid=LSTTVSEWMCBVHJJFFZXB1Q1KK&fm=organic&iid=REQ463a02f3b0f847499fafcdd53da2a1d0_2,24DAFHD,OmniTechRetail (4.1),Rear,1,"₹11,499",flipkart,MarQ,tv,"[""Television, Remote, Wallmount Stand, 2 x AAA Batteries, 2 x Desktop Stand, 4 x Stand Support Crews, User Manual""]"
"₹145,999",https://www.flipkart.com/sony-139cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmew5jujgqdkwch?pid=TVSEW5JU4GZ2WYV6&srno=b_5_171&otracker=browse&lid=LSTTVSEW5JU4GZ2WYV6JSS9XZ&fm=organic&iid=9f11870d-659c-41b2-b47e-d0563e03eaa6.TVSEW5JU4GZ2WYV6.SEARCH,KD-55X9300E,OmniTechRetail (4.1),"1 Side, 3 Bottom",4,"₹264,900",flipkart,Sony,tv,"[""1 TV Unit""]"
"₹19,499",https://www.flipkart.com/lg-80cm-32-inch-hd-ready-led-tv/p/itmeurm8h3skpt4s?pid=TVSEURM83HVNMXGG&srno=b_5_172&otracker=browse&lid=LSTTVSEURM83HVNMXGGKLMXGT&fm=organic&iid=68ca5700-7266-4d92-99e5-7c309c3a0be2.TVSEURM83HVNMXGG.SEARCH,32LJ525D,OmniTechRetail (4.1),2 Rear,2,"₹24,990",flipkart,LG,tv,"[""TV Unit"",""Remote""]"
"₹18,999",https://www.flipkart.com/samsung-80cm-32-inch-hd-ready-led-tv/p/itme68bczreq6fgy?pid=TVSE68B9JEMETK8K&srno=b_5_173&otracker=browse&lid=LSTTVSE68B9JEMETK8KXAILCA&fm=organic&iid=0c1e781d-518c-4e33-ab50-b66fafa04f8a.TVSE68B9JEMETK8K.SEARCH,32FH4003,OmniTechRetail (4.1),1,1,"₹23,890",flipkart,Samsung,tv,"[""TV Unit"",""Remote Controller Model: TM1240"",""Batteries (For Remote Control)"",""User Manual"",""Power Cable""]"
"₹11,999",https://www.flipkart.com/polaroid-80cm-31-5-inch-hd-ready-led-tv/p/itmffrm3knqkne6e?pid=TVSFFRM3ZHYXBSQN&srno=b_5_174&otracker=browse&lid=LSTTVSFFRM3ZHYXBSQNURYQFF&fm=organic&iid=REQ463a02f3b0f847499fafcdd53da2a1d0_3,LEDPO32A,LAPPYMASTER (3.6),2 Bottom Side,2,"₹15,999",flipkart,Polaroid,tv,"[""1 TV Unit"",""Manual"",""Remote Control"",""Adapter""]"
"₹44,999",https://www.flipkart.com/samsung-series-5-123cm-49-inch-full-hd-led-tv/p/itmevhpa747rcyhz?pid=TVSEVHPAMR4T3ZZY&srno=b_5_175&otracker=browse&lid=LSTTVSEVHPAMR4T3ZZYDRXPK5&fm=organic&iid=1929c62a-7509-4e72-8821-2d737d6b1636.TVSEVHPAMR4T3ZZY.SEARCH,49M5000,OmniTechRetail (4.1),"1 Back, 1 Side",2,"₹62,900",flipkart,Samsung,tv,"[""1 TV Unit"",""TM1750A Remote Controller"",""Batteries"",""Remote Control Batteries"",""Mini Wall Mount Support"",""Vesa Wall Mount Support"",""User Manual"",""Power Cable""]"
"₹7,999",https://www.flipkart.com/daiwa-60cm-23-6-inch-hd-ready-led-tv/p/itmf3kfkqfahdnzq?pid=TVSF36SGCWRGSNFD&srno=b_5_176&otracker=browse&lid=LSTTVSF36SGCWRGSNFDOB3SPH&fm=organic&iid=0867dbb2-1173-473c-919f-593c874d7a82.TVSF36SGCWRGSNFD.SEARCH,D26K10,DAIWA (4.2),2 Bottom,2,"₹11,990",flipkart,Daiwa,tv,"[""1 LED TV Unit"",""1 Pair Table Stand"",""Remote Handset"",""2 AAA Batteries"",""User Manual"",""Wall Mount""]"
"₹16,999",https://www.flipkart.com/panasonic-80cm-32-inch-hd-ready-led-tv/p/itmevt89yg3hebnc?pid=TVSEVT89N5MSYMUH&srno=b_5_177&otracker=browse&lid=LSTTVSEVT89N5MSYMUHRSPYAT&fm=organic&iid=7b63385b-2f73-4696-836b-62981abbf35a.TVSEVT89N5MSYMUH.SEARCH,TH-32E201DX,OmniTechRetail (4.1),2 Rear,2,"₹23,990",flipkart,Panasonic,tv,"[""TV Unit"",""Remote""]"
"₹8,999",https://www.flipkart.com/polaroid-60cm-23-6-inch-hd-ready-led-tv/p/itmeyy2htgazxbpy?pid=TVSEYY2H6H9CP3ZP&srno=b_5_178&otracker=browse&lid=LSTTVSEYY2H6H9CP3ZP0QI3TG&fm=organic&iid=b439da32-d463-4432-b358-ef7522243a45.TVSEYY2H6H9CP3ZP.SEARCH,LEDP024A,LAPPYMASTER (3.6),1 Side,1,"₹11,999",flipkart,Polaroid,tv,"[""1 TV Unit"",""Manual"",""Remote Control"",""Warranty Card""]"
"₹26,999",https://www.flipkart.com/onida-105-66cm-42-inch-full-hd-led-smart-tv/p/itmes6fgdbzst6xw?pid=TVSES6FGG533QUXM&srno=b_5_179&otracker=browse&lid=LSTTVSES6FGG533QUXMWHIXE8&fm=organic&iid=add67ce4-12e5-46ba-9993-44c3cf4fe6aa.TVSES6FGG533QUXM.SEARCH,42FIE,OmniTechRetail (4.1),Side,3,"₹30,990",flipkart,Onida,tv,"[""1 TV Unit"",""Stand"",""Web Cruiser Air Mouse (Rechargeable)"",""User Manual"",""Wall Mount""]"
"₹35,599",https://www.flipkart.com/samsung-100cm-40-inch-full-hd-led-tv/p/itmezheabcdzxv8e?pid=TVSEZHEABJTHZTPB&srno=b_5_180&otracker=browse&lid=LSTTVSEZHEABJTHZTPBQGUAFL&fm=organic&iid=958792e9-1c79-48d2-9707-d1dadf45562d.TVSEZHEABJTHZTPB.SEARCH,40K5000,OmniTechRetail (4.1),Rear,2,"₹41,900",flipkart,Samsung,tv,"[""1 TV Unit"",""Remote Controller Model (TM1240A)"",""Batteries"",""Mini Wall Mount Support"",""Vesa Wall Mount Support"",""User Manual"",""Power Cable""]"
"₹31,999",https://www.flipkart.com/samsung-80cm-32-inch-full-hd-led-smart-tv/p/itmemgnm3fmeuchj?pid=TVSEMGNMHWKR32EH&srno=b_5_181&otracker=browse&lid=LSTTVSEMGNMHWKR32EHEZSMJK&fm=organic&iid=d38a2d76-59df-4c54-894d-b15557561ce9.TVSEMGNMHWKR32EH.SEARCH,32K5300,OmniTechRetail (4.1),Side,2,"₹38,900",flipkart,Samsung,tv,"[""1 TV Unit"",""Remote Controller Model: TM1240A"",""Batteries (for Remote Control)"",""Mini Wall Mount Support"",""Vesa Wall Mount Support"",""User Manual"",""E-manual"",""Power Cable"",""Slim Gender Cable""]"
"₹69,990",https://www.flipkart.com/samsung-101cm-40-inch-ultra-hd-4k-led-smart-tv/p/itmemgnmpvhjar2z?pid=TVSEMGNMGCRWHFVA&srno=b_5_182&otracker=browse&lid=LSTTVSEMGNMGCRWHFVA0KLAPQ&fm=organic&iid=59d7e266-5e12-4d8a-9bee-8dec0b2c09fe.TVSEMGNMGCRWHFVA.SEARCH,40KU6000,SamsungAuthorizedABM (4.1),Side,3,"₹76,900",flipkart,Samsung,tv,"[""1 TV Unit"",""Remote Controller Model: TM1640A"",""Batteries (for Remote Control)"",""Mini Wall Mount Support"",""Vesa Wall Mount Support"",""User Manual"",""E-manual"",""Power Cable"",""Slim Gender Cable""]"
"₹34,999",https://www.flipkart.com/lg-108cm-43-inch-full-hd-led-tv/p/itmeurm5qzndhzgt?pid=TVSEURM5BSGYQBG3&srno=b_5_183&otracker=browse&lid=LSTTVSEURM5BSGYQBG3VP4YP2&fm=organic&iid=fe46ef2d-d98b-4921-8fe5-9a5e2d9358f7.TVSEURM5BSGYQBG3.SEARCH,43LJ522T,OmniTechRetail (4.1),2 Rear,2,"₹45,990",flipkart,LG,tv,"[""TV Unit"",""Remote""]"
"₹21,499",https://www.flipkart.com/lg-80cm-32-inch-hd-ready-led-tv/p/itmeurncyrnzryet?pid=TVSEURNCQZWESU9A&srno=b_5_184&otracker=browse&lid=LSTTVSEURNCQZWESU9AKWWZZK&fm=organic&iid=d9135349-98e4-4637-a9f4-6103c60d1b2a.TVSEURNCQZWESU9A.SEARCH,32LJ548D,OmniTechRetail (4.1),"1 Side, 1 Rear",2,"₹29,990",flipkart,LG,tv,"[""1 TV Unit""]"
"₹29,999",https://www.flipkart.com/vu-124cm-49-inch-full-hd-led-tv/p/itmew7un3jrkkyk4?pid=TVSEW7UNMF3YSPMT&srno=b_6_201&otracker=browse&lid=LSTTVSEW7UNMF3YSPMTGU4WFG&fm=organic&iid=2ea42c13-4bae-41ca-99fa-c73d56966c98.TVSEW7UNMF3YSPMT.SEARCH,50D6535,OmniTechRetail (4.1),3 Back,3,"₹39,000",flipkart,Vu,tv,"[""TV Unit"",""Remote Controller"",""2 AAA Size Batteries"",""Power Cord"",""Cable Tie"",""User Manual"",""VESA Wall Mount"",""Wall Mounting Bracket""]"
"₹16,990",https://www.flipkart.com/daiwa-102cm-40-inch-full-hd-led-tv/p/itmeuna4yfgmv7x7?pid=TVSEUNA4YZ7KYM3G&srno=b_6_202&otracker=browse&lid=LSTTVSEUNA4YZ7KYM3GB5VJY6&fm=organic&iid=34434a66-44d7-4151-a227-65135967708c.TVSEUNA4YZ7KYM3G.SEARCH,L42FVC84U,DAIWA (4.2),Side,2,"₹24,990",flipkart,Daiwa,tv,"[""TV Unit"",""Table Stand"",""Remote Handset"",""2 AAA Batteries"",""User Manual"",""Wall Mount(Optional)""]"
"₹19,000",https://www.flipkart.com/sansui-80cm-32-inch-hd-ready-led-tv/p/itmez2gf5szb4rfa?pid=TVSEZ2GDFMUDD8ZE&srno=b_6_203&otracker=browse&lid=LSTTVSEZ2GDFMUDD8ZENTSU4T&fm=organic&iid=b299a304-48a8-4e81-a410-7ff835d87780.TVSEZ2GDFMUDD8ZE.SEARCH,SNS32HB23C/SNS32HB23CAF/SNS32HB23CKF/SNS32HB23CMF/SNS32HB23CTF,OmniTechRetail (4.1),Side / Bottom,3,,flipkart,Sansui,tv,"[""Remote"",""UGB"",""Batteries"",""Wall Mount""]"
"₹10,999",https://www.flipkart.com/marq-flipkart-80cm-32-inch-hd-ready-led-tv/p/itmf3zygdx7bvczc?pid=TVSEWMCBXTP4PJ3J&srno=b_6_204&otracker=browse&lid=LSTTVSEWMCBXTP4PJ3JWCBONT&fm=organic&iid=REQ1ced1eceabd84628a391d3b7dc8ef381_1,32DSHD,OmniTechRetail (4.1),2 Rear,2,"₹16,499",flipkart,MarQ,tv,"[""Television, Remote, Wallmount Stand, 2 x AAA Batteries, 2 x Desktop Stand, 4 x Stand Support Crews, User Manual""]"
"₹36,999",https://www.flipkart.com/daiwa-140cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmf3kfkjmzfhqxf?pid=TVSF36SGYHTDRCJ7&srno=b_6_205&otracker=browse&lid=LSTTVSF36SGYHTDRCJ7FQIFGD&fm=organic&iid=0228d1d5-8491-42f4-b38c-eef37e19d9f7.TVSF36SGYHTDRCJ7.SEARCH,D55UVC6N,DAIWA (4.2),2 Bottom,2,"₹59,990",flipkart,Daiwa,tv,"[""1 LED TV Unit"",""L/R Table Stand"",""Remote Handset"",""2 AAA Batteries"",""User Manual"",""Wall Mount""]"
"₹56,999",https://www.flipkart.com/panasonic-124cm-49-inch-ultra-hd-4k-led-smart-tv/p/itmexjfgqvujk8sk?pid=TVSEXJFGSW8PZHKB&srno=b_6_206&otracker=browse&lid=LSTTVSEXJFGSW8PZHKBLG8SZF&fm=organic&iid=e281a19e-e478-4897-bc3b-cc5a1e93b839.TVSEXJFGSW8PZHKB.SEARCH,TH-49EX480DX,OmniTechRetail (4.1),"1 Side, 2 Bottom",3,"₹111,900",flipkart,Panasonic,tv,"[""1 TV"",""Remote""]"
"₹54,999",https://www.flipkart.com/lg-108cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmeurncpjrfczee?pid=TVSEURNCJHTZFNYW&srno=b_6_207&otracker=browse&lid=LSTTVSEURNCJHTZFNYWQOO7HZ&fm=organic&iid=75938aae-0b1f-4246-a5fd-a2d99dbf14e7.TVSEURNCJHTZFNYW.SEARCH,43UJ652T,OmniTechRetail (4.1),Rear,2,"₹67,990",flipkart,LG,tv,"[""1 TV, Remote, Batteries""]"
"₹22,999",https://www.flipkart.com/lg-80cm-32-inch-hd-ready-led-smart-tv/p/itmegmyedqatvzmz?pid=TVSEGMYEB2SWMGHE&srno=b_6_208&otracker=browse&lid=LSTTVSEGMYEB2SWMGHERKEDZK&fm=organic&iid=1af6fb14-02f4-44f3-987e-daaafa5fc5a7.TVSEGMYEB2SWMGHE.SEARCH,32LH576D,OmniTechRetail (4.1),Rear,2,"₹28,990",flipkart,LG,tv,"[""TV Unit"",""Conventional Remote""]"
"₹12,495",https://www.flipkart.com/hi-tech-80cm-32-inch-hd-ready-led-smart-tv/p/itmexq29fzq6tmyu?pid=TVSEXQ29J39YAM5M&srno=b_6_209&otracker=browse&lid=LSTTVSEXQ29J39YAM5MKDIE03&fm=organic&iid=b049d18d-e99a-490f-b084-d450a38deaaa.TVSEXQ29J39YAM5M.SEARCH,LEF32S,CapitradGlobal,2 Rear,2,"₹21,995",flipkart,Hi,tv,"[""1 TV Unit"",""Table Top Stand"",""Remote"",""Manual Book"",""Warranty Card"",""Wall Mounting Accessories""]"
"₹8,499",https://www.flipkart.com/marq-flipkart-61cm-24-inch-full-hd-led-tv/p/itmf3zxgnmgbyen8?pid=TVSEWMCBVHJJFFZX&srno=b_6_210&otracker=browse&lid=LSTTVSEWMCBVHJJFFZXB1Q1KK&fm=organic&iid=REQ1ced1eceabd84628a391d3b7dc8ef381_2,24DAFHD,OmniTechRetail (4.1),Rear,1,"₹11,499",flipkart,MarQ,tv,"[""Television, Remote, Wallmount Stand, 2 x AAA Batteries, 2 x Desktop Stand, 4 x Stand Support Crews, User Manual""]"
"₹99,999",https://www.flipkart.com/samsung-123cm-49-inch-ultra-hd-4k-curved-led-smart-tv/p/itmehyhev6jhrmw9?pid=TVSEHYHESYDMGHKA&srno=b_6_211&otracker=browse&lid=LSTTVSEHYHESYDMGHKAY790BW&fm=organic&iid=cb68e282-6fa5-4c83-aaa3-7c56f024d605.TVSEHYHESYDMGHKA.SEARCH,49KS7500,OmniTechRetail (4.1),Back of Panel,4,"₹189,900",flipkart,Samsung,tv,"[""TV Unit"",""Remote Controller Model - TM1680A"",""Batteries (For Remote Control)"",""Samsung Smart Control (Included)"",""Mini Wall Mount Support"",""Vesa Wall Mount Support"",""User Manual"",""E-manual"",""Power Cable"",""Slim Gender Cable""]"
"₹34,999",https://www.flipkart.com/daiwa-140cm-55-inch-full-hd-led-smart-tv/p/itmeuna4hthr3hjg?pid=TVSEUNA4VQZKDEAE&srno=b_6_212&otracker=browse&lid=LSTTVSEUNA4VQZKDEAE6CGOZY&fm=organic&iid=8f033e2b-e6fa-45d4-9443-4d6175333b00.TVSEUNA4VQZKDEAE.SEARCH,L55FVC5N,DAIWA (4.2),Side,2,"₹59,990",flipkart,Daiwa,tv,"[""TV Unit"",""Remote Control"",""L/R Table Stand"",""2 AAA Batteries"",""User Manual"",""Wall Mount""]"
"₹47,500",https://www.flipkart.com/panasonic-101-5cm-40-inch-full-hd-led-tv/p/itmezmggjpfzcgyk?pid=TVSEZMGD5BYQCXBB&srno=b_6_213&otracker=browse&lid=LSTTVSEZMGD5BYQCXBBLSDFGH&fm=organic&iid=f30ed1b9-c10a-41f7-aeaa-682e37dc18d1.TVSEZMGD5BYQCXBB.SEARCH,TH-40D200DX,OmniTechRetail (4.1),Bottom,2,,flipkart,Panasonic,tv,"[""Wall Mount - Shipped with TV unit"",""Remote""]"
"₹11,999",https://www.flipkart.com/polaroid-80cm-31-5-inch-hd-ready-led-tv/p/itmffrm3knqkne6e?pid=TVSFFRM3ZHYXBSQN&srno=b_6_214&otracker=browse&lid=LSTTVSFFRM3ZHYXBSQNURYQFF&fm=organic&iid=REQ1ced1eceabd84628a391d3b7dc8ef381_3,LEDPO32A,LAPPYMASTER (3.6),2 Bottom Side,2,"₹15,999",flipkart,Polaroid,tv,"[""1 TV Unit"",""Manual"",""Remote Control"",""Adapter""]"
"₹26,499",https://www.flipkart.com/samsung-4-80cm-32-inch-hd-ready-led-tv/p/itmf22wyapd6bszp?pid=TVSF22WYXZHK2EXP&srno=b_6_215&otracker=browse&lid=LSTTVSF22WYXZHK2EXPCEZAHI&fm=organic&iid=bee3891f-7b5f-4128-8ede-6dbecdeaad35.TVSF22WYXZHK2EXP.SEARCH,UA32M4200DRLXL,OmniTechRetail (4.1),2 Side,2,"₹29,900",flipkart,Samsung,tv,"[""1 TV Unit"",""TM1240A Remote Controller"",""Batteries for Remote Control"",""Vesa Wall Mount Support"",""User Manual"",""E-manual"",""Power Cable""]"
"₹45,999",https://www.flipkart.com/panasonic-123cm-49-inch-full-hd-led-tv/p/itmevt89yzf9xvbn?pid=TVSEVT89ZAUYZZUU&srno=b_6_216&otracker=browse&lid=LSTTVSEVT89ZAUYZZUU9ZGKAV&fm=organic&iid=c1aacc4c-2bef-4d17-8d37-10bc44372ecd.TVSEVT89ZAUYZZUU.SEARCH,TH-49E460D,OmniTechRetail (4.1),"1 Side, 1 Rear",2,"₹62,900",flipkart,Panasonic,tv,"[""Wall Mount - Shipped with TV unit"",""Remote""]"
"₹109,999",https://www.flipkart.com/samsung-series-6-138cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmexp6kcreyzhz5?pid=TVSEXP6KZKNB329A&srno=b_6_217&otracker=browse&lid=LSTTVSEXP6KZKNB329AA2O36D&fm=organic&iid=c1fb932f-2c2b-426a-91e4-a2df9eb3f148.TVSEXP6KZKNB329A.SEARCH,55MU6470,OmniTechRetail (4.1),3 Rear,3,"₹149,900",flipkart,Samsung,tv,"[""1 TV Unit"",""TM1750A Remote Controller"",""Batteries for Remote Control"",""Smart Control"",""Mini Wall Mount Support"",""Vesa Wall Mount Support"",""User Manual"",""Power Cable"",""Slim Gender Cable""]"
"₹36,999",https://www.flipkart.com/panasonic-109cm-43-inch-full-hd-led-smart-tv/p/itmevt89t5wpmncn?pid=TVSEVT89FHX9CWEE&srno=b_6_218&otracker=browse&lid=LSTTVSEVT89FHX9CWEEHEB3HD&fm=organic&iid=8f980086-9f76-4bde-81bd-1b576c97991f.TVSEVT89FHX9CWEE.SEARCH,TH-43ES480DX,OmniTechRetail (4.1),"1 Side, 2 Rear",3,"₹55,900",flipkart,Panasonic,tv,"[""Wall Mount - Shipped with TV unit"",""Remote""]"
"₹7,499",https://www.flipkart.com/kevin-55cm-23-inch-hd-ready-led-tv/p/itmfyhyrbz6w6xcq?pid=TVSFYHYRZQ6G8GGC&srno=b_6_219&otracker=browse&lid=LSTTVSFYHYRZQ6G8GGCWHYOYE&fm=organic&iid=e284bd13-80b6-4e2d-9afd-7e8e124771ea.TVSFYHYRZQ6G8GGC.SEARCH,KN23,Kevinledtv,2 Side,2,"₹10,999",flipkart,Kevin,tv,"[""1 TV Unit"",""Manual"",""Remote Control"",""Table Stand"",""Mini Wall Mount""]"
